match_id,winner,map,region,date_time,sum_lvl1,sum_lvl2,range_lvl1,range_lvl2,sum_tier1,sum_tier2,range_tier1,range_tier2,a_wr1,a_wr2,a_wr3,a_wr4,a_wr5,a_wr6,a_wr7,a_wr8,a_wr9,a_wr10,sum_awr1,sum_awr2,weight_awr1,weight_awr2,c_kda1,c_kda2,c_kda3,c_kda4,c_kda5,c_kda6,c_kda7,c_kda8,c_kda9,c_kda10,sum_ckda1,sum_ckda2,weight_ckda1,weight_ckda2,c_wr1,c_wr2,c_wr3,c_wr4,c_wr5,c_wr6,c_wr7,c_wr8,c_wr9,c_wr10,sum_cwr1,sum_cwr2,weight_cwr1,weight_cwr2
1076515884,1,Ranked Ice Mines,Brazil,3/27/2021 3:00:01 AM,1928,2941,553,453,114,117,4,5,0.5345,0.5139,0.5038,0.5215,0.5126,0.5172,0.5,0.5748,0.6875,0.5306,2.5863,2.8101,0.5136,0.5288,1.898,0,3.5055,1.9839,2.0759,2.9684,1.3118,2.9282,2.0815,1.8755,9.4633,11.1654,2.3663,2.4552,0.2,0,0.3951,0.6111,0.5429,0.5325,0.4906,0.5573,0.511,0.6048,1.7491,2.6962,0.4899,0.5571
1076515910,0,Ranked Splitstone Quarry,Latin America North,3/27/2021 3:00:09 AM,1257,3591,841,656,98,105,6,6,0.6512,0.6842,0.6875,0.5154,0.5071,0.5769,0.5047,0.5455,0.5057,0.5047,3.0454,2.6375,0.5238,0.5124,3.4067,2.5238,2.4091,1.1872,2.0599,1.4995,3.4091,2.2015,1.8112,1.77,11.5867,10.6913,2.0568,2.0686,0.6667,0.6,0.6667,0.3462,0.5395,0.4874,0.5803,0.61,0.4528,0.4276,2.8191,2.5581,0.5357,0.509
1076515911,0,Ranked Frog Isle,Latin America North,3/27/2021 3:00:09 AM,2532,2099,876,620,72,72,4,11,0.4524,0.6,0.5159,0.5714,0.5087,0.5625,0.5491,0.5172,0.4733,0.4412,2.6484,2.5433,0.5196,0.5172,2.3471,2.3323,1.7048,1.6347,0,1.5784,1.9855,1.4173,1.3397,0.9577,8.0189,7.2786,1.7329,1.8345,0.5,0.5217,0.522,0.5637,0,0.6,0.5462,0.5083,0.4384,0.3846,2.1074,2.4775,0.5396,0.5303
1076515928,1,Ranked Ascension Peak,Brazil,3/27/2021 3:00:14 AM,1734,2494,580,652,82,62,11,8,0.5227,0.5769,0.5135,0.4931,0.469,0.5253,0.5714,0.5,0.375,0.5,2.5752,2.4717,0.512,0.5193,1.8032,3.2715,0,2.2805,1.6672,1.8366,1.925,1.7145,1.9275,2.0371,9.0224,9.4407,2.1799,1.8405,0.5,0.6031,0,0.3929,0.512,0.4849,0.8333,0.5421,0.5714,0.6,2.008,3.0317,0.54,0.5206
1076515979,0,Ranked Frozen Guard,EU,3/27/2021 3:00:31 AM,1866,1710,224,514,68,58,8,9,0.5089,0.5342,0.473,0.4893,0.5686,0.5283,0.4932,0.6,0.4962,0.5556,2.574,2.6733,0.5083,0.5143,2.1053,0,1.4108,1.1508,1.1164,1.6148,1.7679,1.6364,0,2.336,5.7833,7.3551,1.5425,2.0907,0.5086,0,0.5191,0.5,0.5588,0.5294,0.4737,0.3846,0,0.5481,2.0865,1.9358,0.5257,0.5178
1076516056,1,Ranked Serpent Beach,Latin America North,3/27/2021 3:00:55 AM,2383,1925,799,257,61,76,8,8,0.5,0.4255,0.5,0.4706,0.4706,0.5194,0.5588,0.5061,0.5139,0.4815,2.3667,2.5797,0.4948,0.5139,1.5171,0,2.075,1.1127,0,1.976,2.1395,1.3331,4.0417,1.25,4.7048,10.7403,1.4873,1.7014,0.5483,0,0.6,0.4,0,0.5649,0.6897,0.5432,0.6667,0.6875,1.5483,3.152,0.5385,0.5811
1076516103,1,Ranked Timber Mill,Brazil,3/27/2021 3:01:09 AM,3077,1550,977,793,117,110,5,8,0.4615,0.5076,0.5072,0.4691,0.504,0.5114,0.5684,0.5043,0.5145,0.5652,2.4494,2.6638,0.504,0.5198,2.1667,2.048,2.237,0,0,1.2143,2.6786,2.1319,1.9981,2,6.4517,10.0229,2.1198,2.0837,0.5,0.5365,0.4511,0,0,0.625,0.6538,0.6,0.4659,1,1.4876,3.3447,0.4988,0.5273
1076516182,1,Ranked Ice Mines,Brazil,3/27/2021 3:01:34 AM,461,136,294,13,28,53,13,9,0.25,0.25,0.5058,0.1667,0.1667,0.5455,0.6216,0.6364,0.75,0.4545,1.3392,3.008,0.4772,0.6026,1.2826,1.7059,1.99,0.4375,0.0714,2.8088,3.1626,8,1.5185,1.8333,5.4874,17.3232,1.7113,2.8387,0.25,0.4,0.35,0,0,0.6,0.7273,1,0.75,0.4,1,3.4773,0.3125,0.6757
1076516240,1,Ranked Ice Mines,Brazil,3/27/2021 3:01:51 AM,1113,1212,559,315,40,45,4,4,0.437,0.5376,0.4545,0.5405,0.4545,0.4958,0.5491,0.525,0.5398,0.4688,2.4241,2.5785,0.4871,0.5194,1.9333,1.131,2.1594,1.4976,1.7,1.4024,2.0425,1.9042,1.95,1.8456,8.4213,9.1447,1.7092,1.6495,0.5,0.1667,0.5,0.5488,0,0.5093,0.5682,0.5294,1,0.5253,1.7155,3.1322,0.5131,0.5296
1076516266,0,Ranked Timber Mill,NA,3/27/2021 3:01:58 AM,1411,838,355,184,61,60,8,8,0.54,0.5507,0.381,0.54,0.4,0.2,0.425,0.5033,0.25,0.4526,2.4117,1.8309,0.5233,0.4587,1.7947,0,2.1449,1.65,1.8764,1.6113,0,0,0.9167,1.2667,7.466,3.7947,1.9478,1.4638,0.5714,0,0.5616,1,0.5728,0.4688,0,0,0,0.5385,2.7058,1.0073,0.5714,0.4783
1076516314,1,Ranked Frog Isle,NA,3/27/2021 3:02:12 AM,2576,2166,717,299,105,114,10,7,0.1429,0.5291,0.5259,0.6667,0.4896,0.5416,0.5298,0.5,0.5443,0.5,2.3542,2.6157,0.5122,0.5333,2.3838,2.148,1.8459,1.8553,2.0919,2.4688,1.7022,2.4388,0,1.1071,10.3249,7.7169,2.082,2.3461,0.6923,0.4788,0.5542,0.6667,0.5332,0.5132,0.4286,0.6552,0,1,2.9252,2.597,0.5306,0.5417
1076516338,0,Ranked Splitstone Quarry,Latin America North,3/27/2021 3:02:20 AM,1357,2290,283,839,100,97,6,7,0.5856,0.5435,0.5324,0.5274,0.55,0.5321,0.5138,0.5119,0.4968,0.4805,2.7389,2.5351,0.5445,0.5003,1.3686,1.45,4.7174,2.1414,1.4537,3.6858,1.8632,2.1342,0.9038,1.4871,11.1311,10.0741,1.7399,1.7847,0.4133,0.5,1,0.5837,0.4267,0.6667,0.2941,0.6,0.3333,0.5974,2.9237,2.4915,0.5276,0.575
1076516350,0,Ranked Timber Mill,NA,3/27/2021 3:02:24 AM,531,595,206,236,68,55,10,8,0.5061,0.6122,0.5217,0.5276,0.5531,0.5,0.5,0.5323,0.4848,0.4444,2.7207,2.4615,0.5311,0.5035,2.0597,3.1395,3.119,1.4444,1.7611,2.3972,1.9583,2.0741,0.7424,1.87,11.5237,9.042,1.9102,2.3257,0.5574,0.75,1,1,0.64,0.5932,0,0.4545,0,0.5714,3.9474,1.6191,0.6281,0.5667
1076516397,1,Ranked Jaguar Falls,Brazil,3/27/2021 3:02:39 AM,1507,1325,488,305,87,81,7,7,0.4286,0.5012,0.5094,0.4836,0.6027,0.5,0.5408,0.5377,0.5,0.5226,2.5255,2.6011,0.5,0.5298,1.4007,2.0741,1.0901,1.2077,1.6716,0,2.05,2.3009,1.4324,2.0438,7.4442,7.8271,1.4427,2.0452,0.4096,0.5,0.3077,0.4118,0.4462,0,0.5,0.4912,0.4242,0.4519,2.0753,1.8673,0.4171,0.4592
1076516403,1,Ranked Jaguar Falls,NA,3/27/2021 3:02:40 AM,694,287,159,27,32,45,8,2,0.4574,0.434,0.1429,0.4821,0.25,0.5484,0.5366,0.5714,0.3889,0.5075,1.7664,2.5528,0.4601,0.5261,1.2013,1.8333,1,1.6582,1.4955,1.6646,3.0902,1.693,1.7279,2.275,7.1883,10.4507,1.4735,1.9179,0.2,0.25,0,0.3846,0.4615,0.76,0.8182,0.68,0.375,0.6667,1.2961,3.2999,0.3443,0.6933
1076516405,0,Ranked Ice Mines,Latin America North,3/27/2021 3:02:41 AM,1228,713,334,247,59,44,9,9,0.5273,0.5117,0.3333,0.518,0.4981,0.4286,0.491,0.3636,0.5455,0.4444,2.3884,2.2731,0.5099,0.4877,2.5087,2.1109,2.1667,1.318,2.7179,0.2778,1.646,1.4235,2.4118,0.6887,10.8222,6.4478,2.1983,1.5822,0.6364,0.6286,0.6667,0.5429,0.5714,0,0.5181,0.5882,0.5714,0.2857,3.046,1.9634,0.6158,0.5252
1076516447,1,Ranked Splitstone Quarry,NA,3/27/2021 3:02:53 AM,1779,899,555,343,64,62,7,10,0.5556,0.5366,0.4828,0.5522,0.5329,0.4286,0.4977,0.3571,0.5,0.5,2.6601,2.2834,0.5145,0.4878,1.1818,2.2708,0,2.3617,1.3681,2.0625,2.1372,2.2326,1.4,0,7.1824,7.8323,1.9663,2.1225,0,0.5,0,0.5938,0.375,0.6667,0.6714,0.7778,0.5,0,1.4688,2.6159,0.5094,0.6786
1076516475,0,Ranked Frozen Guard,Brazil,3/27/2021 3:03:01 AM,204,959,29,497,46,22,9,6,0.5333,0.5714,0.4348,0.5333,0.4615,0.4538,0,0.3462,0.4868,0.4536,2.5343,1.7404,0.4946,0.4595,2.1761,1.7194,3.1489,1.3444,1.4091,2.2569,1.9896,1.05,1.3529,0.5012,9.7979,7.1506,1.8835,1.2468,0.6667,0.6667,0.75,0.625,0.6667,0.3636,0.6571,0,0.5,0.4783,3.3751,1.999,0.6757,0.5092
1076516498,1,Ranked Ascension Peak,Brazil,3/27/2021 3:03:06 AM,1449,1496,510,437,68,67,9,8,0.5072,0.4857,0.5,0.5385,0.5375,0.4929,0.4913,0.4882,0.5882,0.4486,2.5689,2.5092,0.5194,0.4858,2.1,2.4488,1.5894,1.0515,1.0242,0,2.2222,1.8194,4.2778,1.8796,8.2139,10.199,1.391,2.0108,0.5,0.5238,0.4118,0.2791,0.45,0,0.2857,0.48,1,0.5714,2.1647,2.3371,0.3984,0.5
1076516527,1,Ranked Stone Keep,NA,3/27/2021 3:03:15 AM,827,1829,392,513,84,89,11,2,0.5066,0.5,0.5757,0.5037,0.2,0.5147,0.5093,0.4709,0.625,0.5556,2.286,2.6755,0.5179,0.5059,0,0.6379,3.1059,1.8857,0.0769,2.1309,1.713,1.4397,1.6305,3.3,5.7064,10.2141,1.8896,1.7965,0,0,0.75,0.5257,0,0.3714,0.4333,0.5,0.4444,1,1.2757,2.7491,0.5265,0.4299
1076516534,0,Ranked Splitstone Quarry,NA,3/27/2021 3:03:17 AM,1032,334,330,99,74,56,9,6,0.4809,0.5455,0.5455,0.5047,0.5294,0.5208,0,0.5909,0.5714,0.6087,2.606,2.2918,0.5186,0.5574,1.7947,1.8987,2.1264,1.9833,1.1049,1.1818,1.9145,0.873,1.37,1.4,8.908,6.7393,1.8225,1.455,0.5441,0.625,0.5429,0.6667,0.4167,0.2,0.3529,0.1667,0.2,0.5,2.7954,1.4196,0.5457,0.2857
1076516560,1,Ranked Stone Keep,NA,3/27/2021 3:03:24 AM,1110,2560,333,366,57,62,6,10,0.5532,0.5758,0.4321,0.3889,0.5,0.5,0.5188,0.4859,0.4267,0.4769,2.45,2.4083,0.5,0.4923,1.9778,1.5234,0.8824,0.5714,1.0417,1.7893,1.7245,2.1228,1.1729,1.15,5.9967,7.9595,1.9678,1.4878,0.526,0.7778,0,0,0.4,0.5714,0.5207,0.592,0.5152,0.55,1.7038,2.7493,0.526,0.5543
1076516608,1,Ranked Jaguar Falls,Brazil,3/27/2021 3:03:36 AM,239,209,48,28,36,57,9,18,0,0.6364,0.5385,0.5455,0.4524,0.6271,0.6176,0.6176,0.2,0.6667,2.1728,2.729,0.4937,0.6111,1,0.2857,1.2,0.1875,0.8942,3.118,3.725,1.4444,1.8333,2.5,3.5674,12.6207,0.8427,2.8767,0,0,0.5,0,0.625,0.7083,1,0.6,0.5,1,1.125,3.8083,0.4615,0.7222
1076516616,1,Ranked Ascension Peak,Latin America North,3/27/2021 3:03:38 AM,2032,1488,725,386,67,62,12,4,0.4405,0.4887,0.5128,0.5113,0.4889,0.4859,0.5392,0.6,0.5183,0.5152,2.4422,2.6586,0.4957,0.5151,1.5459,2.0953,1.1975,2.6311,0.0769,1.7139,1.5683,1.575,1.7932,1.5804,7.5467,8.2308,2.3016,1.7182,0.4194,0.5078,0.5588,0.5108,0,0.5098,0.4651,0.5263,0.5128,0.5,1.9968,2.514,0.5087,0.5061
1076516711,1,Ranked Ice Mines,NA,3/27/2021 3:04:10 AM,1976,2201,266,906,69,68,4,13,0.4935,0.4958,0.5062,0.4935,0.4918,0.5806,0.5,0.4375,0.3571,0.5028,2.4808,2.378,0.4961,0.4989,1.8221,1.6739,2.0719,1.2604,1.2603,3.2222,1.65,1.3438,0,2.1125,8.0886,8.3285,1.7643,1.671,0.4877,0.5225,0.561,0.4,0.3333,1,1,0.5,0,0.4,2.3045,2.9,0.5121,0.5263
1076516718,0,Ranked Frozen Guard,Brazil,3/27/2021 3:04:12 AM,1674,1847,497,698,98,106,10,4,0.5,0.4835,0.5882,0.5,0.5882,0.4595,0.568,0.5445,0.5556,0.499,2.6599,2.6266,0.4965,0.5066,2.8909,1.9815,1.0714,2.1956,2.6875,1.8259,2.0356,2.0969,2.0636,0,10.8269,8.022,2.1944,1.9797,0.5833,0.618,1,0.6037,1,0.5,0.6047,0.4773,0.4783,0,3.805,2.0603,0.6083,0.5319
1076516722,0,Ranked Serpent Beach,Brazil,3/27/2021 3:04:13 AM,1754,2286,501,892,64,69,9,8,0.4,0.5208,0.5091,0.6364,0.4783,0.5368,0.4444,0.4961,0.3636,0.495,2.5446,2.3359,0.5102,0.4966,0.7273,1.9851,1.8381,1.8625,1.7684,2.0785,1.1029,2.3948,1.8871,2.3613,8.1814,9.8246,1.8671,2.3238,0.3333,0.4923,0.4697,0.5221,0.5,0.5185,0.25,0.4058,0.4,0.5263,2.3174,2.1006,0.4981,0.5114
1076516736,1,Ranked Stone Keep,NA,3/27/2021 3:04:16 AM,951,1781,179,942,34,34,8,2,0.5132,0.5324,0.4375,0.4869,0.2,0.5,0.5714,0.5347,0.4714,0.4825,2.17,2.56,0.5032,0.4959,1.674,1.4351,2.4859,0.7901,0.6071,2.3382,2.5595,1.6247,1.8107,1.2553,6.9922,9.5884,1.6177,1.3926,0.5319,0.5769,0.6,0.25,0,0.5,0.6667,0.5238,0.5625,0.4626,1.9588,2.7156,0.519,0.4937
1076516762,0,Ranked Splitstone Quarry,EU,3/27/2021 3:04:24 AM,910,616,397,293,48,45,7,14,0.3,0.5823,0.4889,0.5385,0.4716,0.4,0.5088,0.4603,0.3846,0.5064,2.3813,2.2601,0.4958,0.5015,1.5294,2.4636,1.8333,1.8813,1.4741,2.1667,1.9761,1.2111,0.7826,2.2719,9.1817,8.4084,1.9157,1.9891,0.5,0.5,1,0.4426,0.2857,0.25,0.6308,0.4,0.3333,0.5556,2.7283,2.1697,0.4444,0.5752
1076516815,0,Ranked Frozen Guard,Brazil,3/27/2021 3:04:42 AM,224,1715,46,932,50,50,6,7,0.5556,0.5926,0.5556,0.6,0.625,0.4729,0.5085,0.5789,0.5165,0.406,2.9288,2.4828,0.5821,0.4749,3.2826,3.6047,2.1,1.1338,1.5532,1.5586,1.3966,1.2075,1.4409,1.237,11.6743,6.8406,2.1916,1.2812,0.7222,0.8889,1,0.7143,0.75,0.4848,0.6452,0.3478,0.4615,0.4423,4.0754,2.3816,0.7708,0.4428
1076516834,1,Ranked Warder's Gate,Brazil,3/27/2021 3:04:45 AM,1334,1541,297,725,83,85,8,10,0.5352,0.5676,0.4921,0.4286,0.5099,0.5027,0.5104,0.5476,0.4857,0.5021,2.5334,2.5485,0.5193,0.5069,2.4875,1.7643,1.9965,1.3081,0,1.4075,2.1938,1.3333,1.6519,1.4863,7.5564,8.0728,1.9138,1.8874,0.5156,0.5143,0.4737,0.5,0,0.4706,0.4786,0.3462,0.6429,0.2857,2.0036,2.224,0.5101,0.4646
1076516835,1,Ranked Splitstone Quarry,NA,3/27/2021 3:04:45 AM,237,432,61,196,43,50,7,6,0.6,0.4737,0.4894,0.6,0.4974,0.3684,0.5806,0.6429,0.4884,0.6316,2.6605,2.7119,0.4981,0.5301,1.9398,1.2295,1.6149,0.6563,1.3878,2.6667,2.0793,4.098,3.1731,1.939,6.8283,13.9561,1.4577,2.123,0.625,0.3333,0.5,0.4,0.4602,0.5,0.5437,0.9,0.8333,0.875,2.3185,3.652,0.4752,0.5672
1076516934,0,Ranked Jaguar Falls,Brazil,3/27/2021 3:05:11 AM,1763,3522,413,899,111,110,2,5,0.5778,0.4965,0.522,0.4944,0.4848,0.4937,0.4966,0.51,0.5046,0.4769,2.5755,2.4818,0.5035,0.496,3.3875,1.3104,1.9108,2.215,1.8681,2.0629,1.8712,1.902,0,2.0586,10.6918,7.8947,1.7866,2.0203,0.7273,0.3913,0.4444,0.72,0.5774,0.4373,0.3871,0.6582,0,0.4516,2.8604,1.9342,0.5416,0.47
1076516940,1,Ranked Ice Mines,Brazil,3/27/2021 3:05:13 AM,1098,2215,273,529,48,76,10,6,0.4,0.2857,0,0.4,0.1667,0.5248,0.5026,0.4483,0.501,0.5565,1.2524,2.5332,0.3158,0.5085,2.1667,1.524,1,1.3917,1.5718,0.9638,1.7132,3.0482,1.2732,1.5152,7.6542,8.5136,1.5071,1.5442,0,0.4,0,0.5385,0.6087,0.5161,0.5143,0.6,0.449,0.5,1.5472,2.5794,0.5094,0.4985
1076517010,0,Ranked Ice Mines,Brazil,3/27/2021 3:05:37 AM,1075,784,310,284,59,56,8,12,0.5258,0.5139,0.5129,0.4839,0.498,0.5179,0.2,0.5309,0.5779,0.2308,2.5345,2.0575,0.5078,0.5415,1.9726,1.9708,1.8331,1.6667,2.7011,2.7575,0,1.7684,2.3039,0.6471,10.1443,7.4769,2.3,2.1237,0.6111,0.8421,0.5943,0.6111,0.4564,0.6486,0,0.5714,0.5833,0,3.115,1.8033,0.5337,0.5838
1076517090,0,Ranked Ascension Peak,Latin America North,3/27/2021 3:05:59 AM,1298,855,216,200,56,51,8,7,0.4764,0.549,0.5745,0.513,0.4773,0.4545,0.4688,0.4819,0.4314,0.4832,2.5902,2.3198,0.5059,0.4708,1.8552,2.1,2.2048,1.216,2.36,1.5423,0.75,0.6667,1.2692,1.8681,9.736,6.0963,1.9156,1.8475,0.493,0.6923,0.6232,0.125,0.4583,0.3571,0.3,0,0.4,0.5248,2.3918,1.5819,0.5058,0.5206
1076517092,0,Ranked Jaguar Falls,Brazil,3/27/2021 3:06:00 AM,2399,1727,616,602,89,97,11,1,0.5116,0.5109,0.4063,0.5065,0.6818,0.5536,0.4793,0.5021,0.5163,0.5628,2.6171,2.6141,0.5102,0.5174,1.8158,1.7186,3.5086,2.2334,2.3133,2.9767,1.4718,2.3727,1.741,2.1968,11.5897,10.759,2.058,2.0499,0.5122,0.5556,0.4286,0.6266,0.7,0.5,0.4906,0.5421,0.35,0.5344,2.823,2.4171,0.571,0.4908
1076517165,0,Ranked Frog Isle,NA,3/27/2021 3:06:18 AM,1689,1243,353,473,91,83,10,7,0.5432,0.5455,0.5652,0.5138,0.6667,0.5458,0.5526,0.521,0.7097,0.7143,2.8344,3.0434,0.5352,0.5479,1.9162,1.2364,3.6275,1.995,2.1923,1.3796,1.5866,1.7037,2.441,1.5212,10.9674,8.6321,2.1542,1.6626,0.3889,0.4167,0.6571,0.4239,1,0.5389,0.5714,0.4524,0.7156,0.36,2.8866,2.6383,0.4747,0.5537
1076517167,1,Ranked Ascension Peak,EU,3/27/2021 3:06:18 AM,2679,2770,833,877,121,126,5,3,0.5411,0.6122,0.4538,0.5349,0.5338,0.5147,0.5474,0.4968,0.507,0.5263,2.6758,2.5922,0.5339,0.514,3.1964,2.0566,1.2184,1.3301,1.8621,2.4239,2.0392,2.5704,0,1.5601,9.6636,8.5936,1.59,2.1183,0.8,0.625,0.3889,0.2308,0.2857,0.5082,0.5215,0.4023,0,0.5294,2.3304,1.9614,0.4118,0.4917
1076517212,1,Ranked Warder's Gate,NA,3/27/2021 3:06:31 AM,1609,1301,549,243,81,88,8,6,0.2857,0.5,0.5,0.5204,0.5066,0.5368,0.5108,0.5368,0.5455,0.569,2.3127,2.6989,0.5039,0.5342,2.1488,1.3938,2.0778,1.9868,2.1886,1.2757,2.0745,3,2.8761,1.4305,9.7958,10.6568,2.076,2.666,0.5455,0.4872,0.6279,0.3529,0.618,0.3333,0.4791,0.5217,0.5243,0.4667,2.6315,2.3251,0.5966,0.5115
1076517251,1,Ranked Frog Isle,EU,3/27/2021 3:06:44 AM,1921,1085,666,528,99,101,10,8,0.5145,0.5214,0.506,0.5292,0.6957,0.5027,0.5556,0.5428,0.5233,0.5057,2.7668,2.6301,0.518,0.5252,0,0.9272,1.2867,2.303,1.6491,1.1306,1.8214,2.1672,2.2966,2.6414,6.166,10.0572,1.9976,2.1755,0,0.2,0.2308,0.5,0.625,0.5455,0.75,0.5249,0.6735,0.5667,1.5558,3.0606,0.4567,0.5748
1076517261,0,Ranked Frog Isle,Latin America North,3/27/2021 3:06:46 AM,635,658,270,227,33,27,6,5,0.4962,0.5,0.4722,0.4328,0.4425,0.4595,0.54,0.4375,0.3333,0.5385,2.3437,2.3088,0.4699,0.4679,2.1957,2.0357,1.2188,2,1.173,1.81,1.9096,1.5788,0.5702,0.3594,8.6232,6.228,1.3571,1.5373,0.5,0.5,0.5263,1,0.5652,0.5714,0.6071,0.3519,0,0,3.0915,1.5304,0.5625,0.4082
1076517291,1,Ranked Ascension Peak,Brazil,3/27/2021 3:06:55 AM,1441,1380,394,316,39,45,5,9,0.4826,0.4508,0.2222,0.4754,0.472,0.5011,0.465,0.4795,0.5181,0.4625,2.103,2.4262,0.4663,0.4913,1.6869,2.5288,1.1186,1.6211,1.6531,1.683,2.0876,2.1,2.637,0.982,8.6085,9.4896,1.6755,1.8287,0.5469,0.5,0.3333,0.4615,0.8,0.5354,0.431,0.5,0.5556,0.517,2.6417,2.539,0.5111,0.5232
